dataset,variant,case,check,value,threshold,comparison,source,status
heterogeneous-168,guarded-log,narrower-float32,primary_b_gradient_inf,2.573870195750935e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded-log,narrower-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded-log,narrower-float32,reference_projected_kkt,1.7139067942650854e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded-log,narrower-float32,reference_b_gradient_inf,2.2000590990159628e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded-log,narrower-float32,coefficient_agreement,3.1720657708002774e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded-log,narrower-float32,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded-log,narrower-float32,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded-log,narrower-float32,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded-log,narrower-float32,legacy_local_correction,2.24053501639937e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded-log,wider-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded-log,wider-float32,primary_projected_kkt,2.0261570199409107e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded-log,wider-float32,primary_b_gradient_inf,3.5767535525447985e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded-log,wider-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded-log,wider-float32,reference_projected_kkt,1.2906342661267445e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded-log,wider-float32,reference_b_gradient_inf,2.0658057034260477e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded-log,wider-float32,coefficient_agreement,2.3980817435449286e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded-log,wider-float32,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded-log,wider-float32,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded-log,wider-float32,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded-log,wider-float32,legacy_local_correction,2.191914687412629e-16,1e-10,<=,fit.local_correction_inf,pass
heterogeneous-168,guarded-log,mixed-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
heterogeneous-168,guarded-log,mixed-float32,primary_projected_kkt,1.9290125052862095e-15,1e-10,<=,fit.primary.projected_kkt,pass
heterogeneous-168,guarded-log,mixed-float32,primary_b_gradient_inf,3.1663706852714195e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
heterogeneous-168,guarded-log,mixed-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
heterogeneous-168,guarded-log,mixed-float32,reference_projected_kkt,1.762479051592436e-15,1e-10,<=,fit.reference.projected_kkt,pass
heterogeneous-168,guarded-log,mixed-float32,reference_b_gradient_inf,1.9730236254656046e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
heterogeneous-168,guarded-log,mixed-float32,coefficient_agreement,2.4488347901949044e-14,1e-10,<=,fit.scaled_reference_difference,pass
heterogeneous-168,guarded-log,mixed-float32,design_spectrum_rank,336,336,==,fit.design_spectrum.rank,pass
heterogeneous-168,guarded-log,mixed-float32,width_spectrum_rank,168,168,==,fit.width_spectrum.rank,pass
heterogeneous-168,guarded-log,mixed-float32,profile_jacobian_spectrum_rank,168,168,==,fit.profile_jacobian_spectrum.rank,pass
heterogeneous-168,guarded-log,mixed-float32,legacy_local_correction,2.1530621116690056e-16,1e-10,<=,fit.local_correction_inf,pass
baseline,legacy,first-stage-double,primary_feasible,True,True,==,fit.primary.feasible,pass
baseline,legacy,first-stage-double,primary_projected_kkt,1.5959455978986625e-16,1e-10,<=,fit.primary.projected_kkt,pass
baseline,legacy,first-stage-double,primary_b_gradient_inf,3.575308879074176e-17,1e-12,<=,fit.primary.b_gradient_inf,pass
baseline,legacy,first-stage-double,reference_feasible,True,True,==,fit.reference.feasible,pass
baseline,legacy,first-stage-double,reference_projected_kkt,1.0130785099704553e-15,1e-10,<=,fit.reference.projected_kkt,pass
baseline,legacy,first-stage-double,reference_b_gradient_inf,2.200064625941e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
baseline,legacy,first-stage-double,coefficient_agreement,2.9183005218718324e-15,1e-10,<=,fit.scaled_reference_difference,pass
baseline,legacy,first-stage-double,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
baseline,legacy,first-stage-double,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
baseline,legacy,first-stage-double,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
baseline,legacy,first-stage-double,legacy_local_correction,9.100235554944738e-17,1e-10,<=,fit.local_correction_inf,pass
baseline,legacy,first-stage-double,precision_local_correction,1.294717749012035e-16,1e-10,<=,audit.precision.local_correction_inf,pass
baseline,legacy,first-stage-double,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
baseline,legacy,first-stage-double,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
baseline,legacy,first-stage-double,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
baseline,legacy,first-stage-double,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
baseline,legacy,first-stage-double,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
baseline,legacy,first-stage-double,precision_projected_kkt,2.343692362e-119,1e-10,<=,audit.precision.projected_kkt,pass
baseline,legacy,first-stage-double,precision_b_gradient_inf,1.170429823509842e-17,1e-12,<=,audit.precision.b_gradient,pass
baseline,legacy,first-stage-double,direction_0_estimated_relative_error,2.7603215351370832e-11,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
baseline,legacy,first-stage-double,direction_0_first_relative_error,1.223499189043978e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
baseline,legacy,first-stage-double,direction_0_second_relative_error,4.8372762999433366e-12,1e-06,<=,audit.ladders.0.second_relative_error,pass
baseline,legacy,first-stage-double,direction_1_estimated_relative_error,2.49480784041867e-11,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
baseline,legacy,first-stage-double,direction_1_first_relative_error,8.806661378539146e-12,1e-06,<=,audit.ladders.1.first_relative_error,pass
baseline,legacy,first-stage-double,direction_1_second_relative_error,5.185160548188694e-12,1e-06,<=,audit.ladders.1.second_relative_error,pass
baseline,legacy,first-stage-double,direction_2_estimated_relative_error,5.533298912121524e-11,1e-07,<=,audit.ladders.2.estimated_relative_error,pass
baseline,legacy,first-stage-double,direction_2_first_relative_error,1.053951228675326e-11,1e-06,<=,audit.ladders.2.first_relative_error,pass
baseline,legacy,first-stage-double,direction_2_second_relative_error,1.3854728503582158e-11,1e-06,<=,audit.ladders.2.second_relative_error,pass
baseline,legacy,narrower-double,primary_feasible,True,True,==,fit.primary.feasible,pass
baseline,legacy,narrower-double,primary_projected_kkt,9.71445146547012e-17,1e-10,<=,fit.primary.projected_kkt,pass
baseline,legacy,narrower-double,primary_b_gradient_inf,2.8652094516776165e-17,1e-12,<=,fit.primary.b_gradient_inf,pass
baseline,legacy,narrower-double,reference_feasible,True,True,==,fit.reference.feasible,pass
baseline,legacy,narrower-double,reference_projected_kkt,1.7139067942650854e-15,1e-10,<=,fit.reference.projected_kkt,pass
baseline,legacy,narrower-double,reference_b_gradient_inf,2.5700921917546045e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
baseline,legacy,narrower-double,coefficient_agreement,4.314009467114877e-15,1e-10,<=,fit.scaled_reference_difference,pass
baseline,legacy,narrower-double,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
baseline,legacy,narrower-double,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
baseline,legacy,narrower-double,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
baseline,legacy,narrower-double,legacy_local_correction,1.5778384114310306e-16,1e-10,<=,fit.local_correction_inf,pass
baseline,legacy,wider-double,primary_feasible,True,True,==,fit.primary.feasible,pass
baseline,legacy,wider-double,primary_projected_kkt,1.3877787807814457e-16,1e-10,<=,fit.primary.projected_kkt,pass
baseline,legacy,wider-double,primary_b_gradient_inf,3.7346005375121754e-17,1e-12,<=,fit.primary.b_gradient_inf,pass
baseline,legacy,wider-double,reference_feasible,True,True,==,fit.reference.feasible,pass
baseline,legacy,wider-double,reference_projected_kkt,1.1102230246251565e-15,1e-10,<=,fit.reference.projected_kkt,pass
baseline,legacy,wider-double,reference_b_gradient_inf,1.6802514597283885e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
baseline,legacy,wider-double,coefficient_agreement,3.1720657846432947e-15,1e-10,<=,fit.scaled_reference_difference,pass
baseline,legacy,wider-double,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
baseline,legacy,wider-double,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
baseline,legacy,wider-double,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
baseline,legacy,wider-double,legacy_local_correction,1.2220554436271897e-16,1e-10,<=,fit.local_correction_inf,pass
baseline,legacy,mixed-double,primary_feasible,True,True,==,fit.primary.feasible,pass
baseline,legacy,mixed-double,primary_projected_kkt,1.6653345369377348e-16,1e-10,<=,fit.primary.projected_kkt,pass
baseline,legacy,mixed-double,primary_b_gradient_inf,5.499194443517451e-17,1e-12,<=,fit.primary.b_gradient_inf,pass
baseline,legacy,mixed-double,reference_feasible,True,True,==,fit.reference.feasible,pass
baseline,legacy,mixed-double,reference_projected_kkt,1.4155343563970746e-15,1e-10,<=,fit.reference.projected_kkt,pass
baseline,legacy,mixed-double,reference_b_gradient_inf,1.4471146010020927e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
baseline,legacy,mixed-double,coefficient_agreement,2.937465085987385e-15,1e-10,<=,fit.scaled_reference_difference,pass
baseline,legacy,mixed-double,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
baseline,legacy,mixed-double,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
baseline,legacy,mixed-double,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
baseline,legacy,mixed-double,legacy_local_correction,1.8031345470916378e-16,1e-10,<=,fit.local_correction_inf,pass
baseline,legacy,first-stage-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
baseline,legacy,first-stage-float32,primary_projected_kkt,2.220446049250313e-16,1e-10,<=,fit.primary.projected_kkt,pass
baseline,legacy,first-stage-float32,primary_b_gradient_inf,7.372640445145439e-17,1e-12,<=,fit.primary.b_gradient_inf,pass
baseline,legacy,first-stage-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
baseline,legacy,first-stage-float32,reference_projected_kkt,9.298117831235686e-16,1e-10,<=,fit.reference.projected_kkt,pass
baseline,legacy,first-stage-float32,reference_b_gradient_inf,2.1198118939816439e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
baseline,legacy,first-stage-float32,coefficient_agreement,3.806478955808953e-15,1e-10,<=,fit.scaled_reference_difference,pass
baseline,legacy,first-stage-float32,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
baseline,legacy,first-stage-float32,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
baseline,legacy,first-stage-float32,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
baseline,legacy,first-stage-float32,legacy_local_correction,1.5313193841796367e-16,1e-10,<=,fit.local_correction_inf,pass
baseline,legacy,first-stage-float32,precision_local_correction,2.234744431012676e-16,1e-10,<=,audit.precision.local_correction_inf,pass
baseline,legacy,first-stage-float32,fixed_face_reference_valid50,True,True,==,audit.precision.valid50,pass
baseline,legacy,first-stage-float32,fixed_face_reference_valid100,True,True,==,audit.precision.valid100,pass
baseline,legacy,first-stage-float32,fixed_face_reference_agreement_passed,True,True,==,audit.precision.agreement_passed,pass
baseline,legacy,first-stage-float32,fixed_face_reference_fixed_face_feasible,True,True,==,audit.precision.fixed_face_feasible,pass
baseline,legacy,first-stage-float32,fixed_face_reference_derivative_passed,True,True,==,audit.precision.derivative_passed,pass
baseline,legacy,first-stage-float32,precision_projected_kkt,2.334959345e-119,1e-10,<=,audit.precision.projected_kkt,pass
baseline,legacy,first-stage-float32,precision_b_gradient_inf,7.565269669832047e-18,1e-12,<=,audit.precision.b_gradient,pass
baseline,legacy,first-stage-float32,direction_0_estimated_relative_error,2.5822397682291972e-11,1e-07,<=,audit.ladders.0.estimated_relative_error,pass
baseline,legacy,first-stage-float32,direction_0_first_relative_error,1.1950219757314185e-11,1e-06,<=,audit.ladders.0.first_relative_error,pass
baseline,legacy,first-stage-float32,direction_0_second_relative_error,5.631845568132383e-12,1e-06,<=,audit.ladders.0.second_relative_error,pass
baseline,legacy,first-stage-float32,direction_1_estimated_relative_error,2.4355887052601305e-11,1e-07,<=,audit.ladders.1.estimated_relative_error,pass
baseline,legacy,first-stage-float32,direction_1_first_relative_error,9.590286691365921e-12,1e-06,<=,audit.ladders.1.first_relative_error,pass
baseline,legacy,first-stage-float32,direction_1_second_relative_error,4.6713796948340075e-12,1e-06,<=,audit.ladders.1.second_relative_error,pass
baseline,legacy,first-stage-float32,direction_2_estimated_relative_error,7.687631422952803e-11,1e-07,<=,audit.ladders.2.estimated_relative_error,pass
baseline,legacy,first-stage-float32,direction_2_first_relative_error,5.746256863427757e-11,1e-06,<=,audit.ladders.2.first_relative_error,pass
baseline,legacy,first-stage-float32,direction_2_second_relative_error,9.741186751090809e-12,1e-06,<=,audit.ladders.2.second_relative_error,pass
baseline,legacy,narrower-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
baseline,legacy,narrower-float32,primary_projected_kkt,2.220446049250313e-16,1e-10,<=,fit.primary.projected_kkt,pass
baseline,legacy,narrower-float32,primary_b_gradient_inf,1.224998063088524e-16,1e-12,<=,fit.primary.b_gradient_inf,pass
baseline,legacy,narrower-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
baseline,legacy,narrower-float32,reference_projected_kkt,7.424616477180734e-16,1e-10,<=,fit.reference.projected_kkt,pass
baseline,legacy,narrower-float32,reference_b_gradient_inf,1.4032420566699485e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
baseline,legacy,narrower-float32,coefficient_agreement,3.330669079412861e-15,1e-10,<=,fit.scaled_reference_difference,pass
baseline,legacy,narrower-float32,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
baseline,legacy,narrower-float32,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
baseline,legacy,narrower-float32,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
baseline,legacy,narrower-float32,legacy_local_correction,1.8763193436120832e-16,1e-10,<=,fit.local_correction_inf,pass
baseline,legacy,wider-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
baseline,legacy,wider-float32,primary_projected_kkt,1.6653345369377348e-16,1e-10,<=,fit.primary.projected_kkt,pass
baseline,legacy,wider-float32,primary_b_gradient_inf,9.239714309177185e-17,1e-12,<=,fit.primary.b_gradient_inf,pass
baseline,legacy,wider-float32,reference_feasible,True,True,==,fit.reference.feasible,pass
baseline,legacy,wider-float32,reference_projected_kkt,8.881784197001252e-16,1e-10,<=,fit.reference.projected_kkt,pass
baseline,legacy,wider-float32,reference_b_gradient_inf,1.7733922163435547e-16,1e-12,<=,fit.reference.b_gradient_inf,pass
baseline,legacy,wider-float32,coefficient_agreement,3.552713692088359e-15,1e-10,<=,fit.scaled_reference_difference,pass
baseline,legacy,wider-float32,design_spectrum_rank,24,24,==,fit.design_spectrum.rank,pass
baseline,legacy,wider-float32,width_spectrum_rank,12,12,==,fit.width_spectrum.rank,pass
baseline,legacy,wider-float32,profile_jacobian_spectrum_rank,12,12,==,fit.profile_jacobian_spectrum.rank,pass
baseline,legacy,wider-float32,legacy_local_correction,1.5799850617039896e-16,1e-10,<=,fit.local_correction_inf,pass
baseline,legacy,mixed-float32,primary_feasible,True,True,==,fit.primary.feasible,pass
